file;date;organism;folder;pixel_area;plant_area_green;plant_pixel_count_green;plant_area_complete;plant_pixel_count_complete;plant_area_drought;plant_pixel_count_drought;drought_fraction;plant_number
G14 (1),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006149144254278729;211,2292542787286;343510;212,8458643031785;346139;33,02459413202934;53706;0,15515732119177555;1
G14 (2),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006067551266586248;170,62924969843183;281216;171,39194089264174;282473;34,49706272617612;56855;0,20127587415434395;2
G14 (3),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006156670746634027;176,80419216646268;287175;178,3328935128519;289658;32,767033047735616;53222;0,18374082538718076;3
G14 (4),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006399491094147583;180,0394427480916;281334;184,10951908396947;287694;53,626455470737916;83798;0,29127475720731055;4
G14 (5),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006424010217113666;249,39549425287356;388224;251,06894891443167;390829;41,71431034482759;64935;0,16614683147872855;5
G14 (6),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006279650436953807;199,596177278402;317846;202,34854806491884;322229;38,42580898876404;61191;0,18989910901874132;6
G14 (7),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006679946879150066;225,2551567065073;337211;226,28386852589642;338751;47,08360557768924;70485;0,20807318649981846;7
G21 (1),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0005980975029726516;186,76790725326993;312270;189,43482401902497;316729;38,58506420927468;64513;0,20368516934035089;8
G21 (2),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006171779141104295;201,45489447852762;326413;202,94661349693254;328830;44,69849325153375;72424;0,22024754432381474;9
G21 (3),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006171779141104295;181,10530429447854;293441;181,9020809815951;294732;37,406536196319024;60609;0,2056410569602215;10
G21 (4),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006271820448877806;199,67155735660847;318363;200,80612967581047;320172;47,29140773067332;75403;0,23550778956310983;11
G21 (5),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006359039190897598;239,16473577749682;376102;240,3265322376738;377929;48,09659292035398;75635;0,20013018318255546;12
G21 (6),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006359039190897598;204,76424146649808;322005;205,78931858407077;323617;41,249179519595444;64867;0,2004437344144467;13
G21 (7),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006375158428390368;266,4873599493029;418009;269,00363498098864;421956;52,28076172370089;82007;0,19434964783057948;14
G28 (1),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006367088607594937;202,5046164556962;318049;203,54881898734178;319689;34,851532911392404;54737;0,17121952897972717;15
G28 (2),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006473616473616474;187,8908918918919;290241;188,80561389961392;291654;38,3665353925354;59266;0,2032065392554191;16
G28 (3),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006359039190897598;185,62162579013906;291902;186,64161567635904;293506;41,32167256637168;64981;0,22139581473632566;17
G28 (4),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006367088607594937;214,18822405063293;336399;215,8436670886076;338999;52,194208860759495;81975;0,24181487261024368;18
G28 (5),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006549479166666666;218,01185807291665;332869;219,04209114583333;334442;34,804587239583334;53141;0,15889451683700015;19
G28 (6),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006473616473616474;243,26102831402832;375773;244,88979021879024;378289;46,4954555984556;71823;0,18986277687165104;20
G28 (7),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,000640764331210191;213,57828535031845;333318;214,51636433121018;334782;36,42937452229299;56853;0,16982095811602774;21
G35 (1),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006618421052631579;267,4523802631579;404103;268,89387236842106;406281;51,69516315789474;78108;0,192251175910269;22
G35 (2),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006359039190897598;228,85864096080908;359895;230,2798862199747;362130;51,76957395701643;81411;0,2248115317703587;23
G35 (3),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006134146341463415;171,82970731707317;280120;172,9988756097561;282026;29,99781585365854;48903;0,17339890648379935;24
G35 (4),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006627140974967062;206,40164295125166;311449;207,55277733860345;313186;43,92866666666667;66286;0,21165058463660572;25
G35 (5),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006023952095808383;161,10276766467064;267437;162,09370778443113;269082;30,148073053892215;50047;0,18599163080399284;26
G35 (6),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006778975741239892;220,12825606469002;324722;224,01464285714286;330455;58,19140566037736;85841;0,259766080101678;27
G35 (7),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006456996148908857;246,33634017971758;381503;247,49343388960204;383295;57,348456996148904;88816;0,23171708475195346;28
G42 (1),JPG;2023-03-21;Pflanzenname;GFA 21,03,2023 Exp2,1 Original;0,0006415816326530612;242,1194349489796;377379;242,9695306122449;378704;40,54860076530613;63201;0,16688759558916727;29
