file;date;organism;folder;pixel_area;plant_area_green;plant_pixel_count_green;plant_area_complete;plant_pixel_count_complete;plant_area_drought;plant_pixel_count_drought;drought_fraction;plant_number
G14 (1),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006862210095497954;114,74232878581174;167209;117,68758935879946;171501;25,044321964529335;36496;0,21280342388674117;1
G14 (2),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006583769633507853;94,37504581151832;143345;95,52391361256544;145090;24,841221204188482;37731;0,26005238128058444;2
G14 (3),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006778975741239892;107,54370485175203;158643;108,91034636118599;160659;27,29961320754717;40271;0,2506613386115935;3
G14 (4),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006706666666666666;105,87211066666666;157861;107,706384;160596;31,186;46500;0,2895464395128148;4
G14 (5),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,000666225165562914;121,4874913907285;182352;122,8958913907285;184466;24,78091125827815;37196;0,20164149490963104;5
G14 (6),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006697736351531291;113,63513448735019;169662;115,54398934753661;172512;30,73256324900133;45885;0,26598149693934336;6
G14 (7),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006644649933949802;113,095928665786;170206;114,31256406869221;172037;28,526811096433292;42932;0,2495509686869685;7
G21 (1),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006515544041450777;96,00132901554403;147342;98,78151165803108;151609;26,987383419689117;41420;0,2732027781991834;8
G21 (2),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006760752688172043;111,09404032258065;164322;112,4671491935484;166353;24,081801075268817;35620;0,21412297944731987;9
G21 (3),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006583769633507853;110,02334947643979;167113;111,33681151832461;169108;29,079193717277487;44168;0,26118220308915013;10
G21 (4),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006697736351531291;120,70392543275632;180216;122,09504527296937;182293;27,91348601864181;41676;0,2286209563724334;11
G21 (5),JPG;2023-03-17;Pflanzenname;GFA 17,03,2023 Exp 2,1 Original;0,0006671087533156499;124,11424933687003;186048;125,54653183023873;188195;33,55823872679045;50304;0,26729721831079467;12
