file;date;organism;folder;pixel_area;plant_area_green;plant_pixel_count_green;plant_area_complete;plant_pixel_count_complete;plant_area_drought;plant_pixel_count_drought;drought_fraction;plant_number
G14 (1),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006202219482120838;178,23070036991368;287366;297,4125499383477;479526;100,26445992601727;161659;0,3371224917939799;1
G14 (2),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006343001261034048;194,70730390920556;306964;316,1307427490542;498393;101,68655611601514;160313;0,3216598146442667;2
G14 (3),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006271820448877806;161,3701770573566;257294;294,53096009975064;469610;90,77205735660849;144730;0,3081919039202743;3
G14 (4),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006248447204968944;165,30954409937888;264561;287,70225341614906;460438;85,80867577639752;137328;0,2982551396713564;4
G14 (5),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006367088607594937;173,69417721518988;272800;306,5874139240506;481519;117,14424303797469;183984;0,38209084169056673;5
G14 (6),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006359039190897598;189,50254740834384;298005;349,87878761061944;550207;118,81165233881163;186839;0,33957946736410116;6
G14 (7),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006248447204968944;174,78781366459626;279730;301,499449689441;482519;97,0390099378882;155301;0,3218546834425173;7
G21 (1),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006359039190897598;184,21945764854613;289697;312,88571302149177;492033;97,67929329962072;153607;0,312188410126963;8
G21 (2),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006566579634464752;213,8452624020888;325657;348,3596762402089;530504;117,85106135770235;179471;0,33830282146788715;9
G21 (3),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006609724047306176;169,5387608409987;256499;294,0375400788436;444856;86,96480026281209;131571;0,2957608754293524;10
G21 (4),jpg;2023-05-03;Pflanzenname;GFA 03,05,2023 Exp2,1 Original;0,0006824966078697422;230,8653975576662;338266;367,4145413839891;538339;113,72099728629578;166625;0,30951686576673804;11
